problem,granularity,scope,feature,classifier,parameters,val_acc,val_prec,val_rec,val_gmean,val_f1,val_mcc,train_time,val_time,test_acc,test_prec,test_rec,test_gmean,test_f1,test_mcc,test_time
cvss2_AU,method,whole,subwords,lgbm,500-200,0.991,0.747,0.624,0.682,0.664,0.35,22.725,0.011,0.984,0.992,0.65,0.803,0.727,0.543,0.008
cvss2_AU,method,whole,subwords,lgbm,500-300,0.991,0.747,0.624,0.682,0.664,0.35,18.289,0.01,0.984,0.992,0.65,0.803,0.727,0.543,0.007
cvss2_AU,method,whole,subwords,rf,100-100,0.991,0.747,0.624,0.682,0.664,0.35,0.319,0.11,0.987,0.993,0.7,0.834,0.782,0.628,0.11
cvss2_AU,method,whole,subwords,rf,100-200,0.991,0.747,0.624,0.682,0.664,0.35,0.34,0.112,0.987,0.993,0.7,0.834,0.782,0.628,0.113
cvss2_AU,method,whole,subwords,rf,100-300,0.991,0.747,0.624,0.682,0.664,0.35,0.357,0.11,0.987,0.993,0.7,0.834,0.782,0.628,0.113
cvss2_AU,method,whole,subwords,rf,200-100,0.991,0.747,0.624,0.682,0.664,0.35,0.572,0.108,0.987,0.993,0.7,0.834,0.782,0.628,0.108
cvss2_AU,method,whole,subwords,rf,200-200,0.991,0.747,0.624,0.682,0.664,0.35,0.54,0.109,0.987,0.993,0.7,0.834,0.782,0.628,0.113
cvss2_AU,method,whole,subwords,rf,200-300,0.991,0.747,0.624,0.682,0.664,0.35,0.556,0.109,0.987,0.993,0.7,0.834,0.782,0.628,0.111
cvss2_AU,method,whole,subwords,rf,300-100,0.991,0.747,0.624,0.682,0.664,0.35,0.667,0.111,0.987,0.993,0.7,0.834,0.782,0.628,0.11
cvss2_AU,method,whole,subwords,rf,300-200,0.991,0.747,0.624,0.682,0.664,0.35,0.663,0.111,0.987,0.993,0.7,0.834,0.782,0.628,0.11
cvss2_AU,method,whole,subwords,rf,300-300,0.991,0.747,0.624,0.682,0.664,0.35,0.669,0.11,0.987,0.993,0.7,0.834,0.782,0.628,0.11
cvss2_AU,method,whole,subwords,rf,400-100,0.991,0.747,0.624,0.682,0.664,0.35,0.901,0.213,0.987,0.993,0.7,0.834,0.782,0.628,0.209
cvss2_AU,method,whole,subwords,rf,400-200,0.991,0.747,0.624,0.682,0.664,0.35,0.896,0.214,0.987,0.993,0.7,0.834,0.782,0.628,0.213
cvss2_AU,method,whole,subwords,rf,400-300,0.991,0.747,0.624,0.682,0.664,0.35,0.902,0.211,0.987,0.993,0.7,0.834,0.782,0.628,0.212
cvss2_AU,method,whole,subwords,rf,500-100,0.991,0.747,0.624,0.682,0.664,0.35,1.045,0.211,0.987,0.993,0.7,0.834,0.782,0.628,0.214
cvss2_AU,method,whole,subwords,rf,500-200,0.991,0.747,0.624,0.682,0.664,0.35,1.156,0.211,0.987,0.993,0.7,0.834,0.782,0.628,0.213
cvss2_AU,method,whole,subwords,rf,500-300,0.991,0.747,0.624,0.682,0.664,0.35,1.123,0.213,0.987,0.993,0.7,0.834,0.782,0.628,0.212
cvss2_severity,method,whole,subwords,lgbm,100-100,0.814,0.784,0.671,0.726,0.71,0.634,40.15,0.014,0.794,0.819,0.68,0.746,0.72,0.617,0.009
cvss2_severity,method,whole,subwords,lgbm,100-200,0.83,0.781,0.658,0.717,0.695,0.665,49.561,0.015,0.787,0.815,0.674,0.741,0.715,0.605,0.014
cvss2_severity,method,whole,subwords,lgbm,100-300,0.83,0.781,0.658,0.717,0.695,0.665,48.736,0.013,0.787,0.815,0.674,0.741,0.715,0.605,0.01
cvss2_severity,method,whole,subwords,lgbm,200-100,0.819,0.799,0.699,0.747,0.736,0.643,68.877,0.015,0.783,0.812,0.67,0.738,0.712,0.596,0.009
cvss2_severity,method,whole,subwords,lgbm,200-200,0.821,0.804,0.699,0.75,0.737,0.648,77.165,0.016,0.796,0.822,0.68,0.747,0.722,0.622,0.012
cvss2_severity,method,whole,subwords,lgbm,200-300,0.821,0.804,0.699,0.75,0.737,0.648,75.124,0.016,0.796,0.822,0.68,0.747,0.722,0.622,0.01
cvss2_severity,method,whole,subwords,lgbm,300-100,0.814,0.795,0.696,0.744,0.732,0.634,79.496,0.016,0.785,0.813,0.672,0.739,0.714,0.6,0.01
cvss2_severity,method,whole,subwords,lgbm,300-200,0.821,0.804,0.699,0.75,0.737,0.648,86.254,0.018,0.796,0.824,0.688,0.753,0.73,0.622,0.014
cvss2_severity,method,whole,subwords,lgbm,300-300,0.821,0.804,0.699,0.75,0.737,0.648,83.515,0.017,0.796,0.824,0.688,0.753,0.73,0.622,0.015
cvss2_severity,method,whole,subwords,lgbm,400-100,0.812,0.781,0.671,0.724,0.709,0.629,84.65,0.015,0.79,0.816,0.675,0.742,0.717,0.609,0.011
cvss2_severity,method,whole,subwords,lgbm,400-200,0.821,0.804,0.699,0.75,0.737,0.648,78.978,0.017,0.796,0.824,0.688,0.753,0.73,0.622,0.012
cvss2_severity,method,whole,subwords,lgbm,400-300,0.821,0.804,0.699,0.75,0.737,0.648,82.413,0.016,0.796,0.824,0.688,0.753,0.73,0.622,0.011
cvss2_severity,method,whole,subwords,lgbm,500-100,0.814,0.783,0.672,0.726,0.71,0.633,76.65,0.018,0.785,0.813,0.672,0.739,0.714,0.6,0.011
cvss2_severity,method,whole,subwords,lgbm,500-200,0.817,0.789,0.672,0.728,0.711,0.639,84.089,0.018,0.792,0.821,0.685,0.75,0.727,0.614,0.013
cvss2_severity,method,whole,subwords,lgbm,500-300,0.817,0.789,0.672,0.728,0.711,0.639,77.472,0.019,0.792,0.821,0.685,0.75,0.727,0.614,0.014
cvss2_severity,method,whole,subwords,rf,100-100,0.765,0.873,0.575,0.708,0.622,0.551,0.42,0.109,0.749,0.805,0.565,0.674,0.593,0.541,0.113
cvss2_severity,method,whole,subwords,rf,100-200,0.77,0.781,0.582,0.674,0.624,0.55,0.517,0.108,0.752,0.803,0.578,0.681,0.61,0.538,0.108
cvss2_severity,method,whole,subwords,rf,100-300,0.781,0.78,0.594,0.681,0.634,0.567,0.636,0.108,0.756,0.771,0.583,0.67,0.613,0.546,0.111
cvss2_severity,method,whole,subwords,rf,200-100,0.77,0.871,0.579,0.71,0.627,0.556,0.64,0.11,0.743,0.8,0.559,0.669,0.587,0.527,0.112
cvss2_severity,method,whole,subwords,rf,200-200,0.779,0.79,0.588,0.681,0.63,0.57,0.846,0.109,0.756,0.808,0.581,0.685,0.613,0.548,0.11
cvss2_severity,method,whole,subwords,rf,200-300,0.796,0.796,0.604,0.693,0.646,0.602,1.05,0.11,0.756,0.771,0.582,0.67,0.612,0.547,0.11
cvss2_severity,method,whole,subwords,rf,300-100,0.767,0.868,0.578,0.708,0.626,0.55,0.978,0.108,0.749,0.805,0.565,0.674,0.593,0.541,0.108
cvss2_severity,method,whole,subwords,rf,300-200,0.781,0.791,0.59,0.683,0.632,0.574,1.168,0.11,0.756,0.808,0.581,0.685,0.613,0.548,0.106
cvss2_severity,method,whole,subwords,rf,300-300,0.796,0.797,0.603,0.693,0.645,0.603,1.37,0.113,0.758,0.773,0.584,0.672,0.614,0.551,0.109
cvss2_severity,method,whole,subwords,rf,400-100,0.767,0.868,0.578,0.708,0.626,0.55,1.096,0.211,0.749,0.796,0.556,0.665,0.578,0.541,0.217
cvss2_severity,method,whole,subwords,rf,400-200,0.772,0.785,0.583,0.677,0.625,0.556,1.503,0.209,0.761,0.81,0.585,0.688,0.617,0.557,0.208
cvss2_severity,method,whole,subwords,rf,400-300,0.799,0.816,0.629,0.716,0.676,0.609,1.801,0.213,0.763,0.777,0.587,0.675,0.617,0.56,0.21
cvss2_severity,method,whole,subwords,rf,500-100,0.765,0.867,0.576,0.707,0.624,0.546,1.321,0.211,0.745,0.805,0.56,0.671,0.588,0.534,0.207
cvss2_severity,method,whole,subwords,rf,500-200,0.774,0.787,0.585,0.678,0.626,0.562,1.832,0.211,0.761,0.813,0.584,0.689,0.616,0.559,0.212
cvss2_severity,method,whole,subwords,rf,500-300,0.796,0.813,0.627,0.714,0.674,0.604,2.216,0.211,0.758,0.776,0.583,0.672,0.613,0.553,0.216
